Life.expectancy,Year,Status,Adult.Mortality,Alcohol,BMI,Schooling,GDP,Polio,Income.composition.of.resources
58.9,2011,Developing,413,7.38,47.9,12.8,849.954224,69,0.638
58,2010,Developing,428,7.28,47.2,12.8,7362.76139,72,0.63
56.5,2009,Developing,449,7.6,46.4,12.8,5888.6284,75,0.622
55.3,2008,Developing,473,8.19,45.7,12.9,5786.59972,77,0.616
54.5,2007,Developing,486,8.48,45,12.9,6125.39984,79,0.612
54,2006,Developing,496,8.5,44.3,12.9,5631.73485,79,0.609
53.8,2005,Developing,498,8.69,43.6,12.9,5414.634326,75,0.609
53.7,2004,Developing,497,6.96,42.9,12.9,4863.51688,73,0.611
54,2003,Developing,485,6.93,42.2,12.9,3775.68275,7,0.613
54.9,2002,Developing,459,7.04,41.6,12.9,2518.398261,7,0.62
56,2001,Developing,429,7.38,4.9,13,2681.781,71,0.629
57.3,2000,Developing,397,7.3,4.1,13,337.2253,71,0.635
82.6,2014,Developed,58,0.01,66,17.6,296.47225,97,0.877
82.4,2013,Developed,6,9.25,65.4,17.5,2921.9342,96,0.874
82,2012,Developed,61,9.35,64.8,17.2,28562.29324,97,0.871
82.1,2011,Developed,63,9.62,64.1,16.9,31834.21816,97,0.867
81.9,2010,Developed,64,9.78,63.5,16.4,3736.228,97,0.86
81.6,2009,Developed,66,9.99,62.9,16.3,32333.4661,96,0.858
81.3,2008,Developed,7,10.24,62.3,16.1,35578.73619,97,0.854
89,2007,Developed,72,11.05,61.7,16,3279.414,96,0.849
88,2006,Developed,73,11.86,61.1,15.9,28482.6948,98,0.844
81,2005,Developed,77,11.92,6.5,15.8,2651.71745,96,0.837
81,2004,Developed,79,11.96,59.9,15.6,24918.64584,97,0.833
79.4,2003,Developed,83,12.09,59.3,15.6,21495.7741,99,0.83
79.5,2002,Developed,83,12.26,58.8,15.7,1719.53541,98,0.828
79.4,2001,Developed,84,9.86,58.2,15.7,15323.6114,95,0.825
79.1,2000,Developed,86,11.12,57.6,15.7,14676.769,95,0.82
74.7,2014,Developing,141,2.37,22.7,14,382.54994,99,0.76
74.6,2013,Developing,142,2.56,21.9,13.8,361.289374,99,0.757
74.5,2012,Developing,143,2.8,21.2,13.7,335.521375,99,0.752
74.5,2011,Developing,141,3.03,2.5,13.6,322.992615,99,0.746
74.5,2010,Developing,138,2.31,19.8,13.5,2819.511161,99,0.739
71.8,2009,Developing,183,2.05,19.2,13.4,216.681584,97,0.735
72.3,2008,Developing,172,2.1,18.5,13.3,254.489192,98,0.731
73.7,2007,Developing,146,2.29,17.9,13.2,1644.816372,98,0.725
73.8,2006,Developing,145,1.96,17.2,13.1,1448.7611,98,0.718
74.2,2005,Developing,138,1.97,16.6,12.9,1259.87591,99,0.712
69.1,2004,Developing,197,1.56,16.1,12.8,174.6692,97,0.705
73.9,2003,Developing,146,1.69,15.6,12.7,989.4547732,98,0.697
73.7,2002,Developing,149,1.62,15.1,12.6,873.1472436,98,0.699
72.7,2001,Developing,16,1.68,14.6,12.5,837.699787,98,0.686
71.5,2000,Developing,175,1.45,14.1,12.4,875.412178,99,0.677
71.4,2014,Developing,178,6.32,57.7,12.7,9564.46383,85,0.722
71.2,2013,Developing,179,6.02,57,12.7,9484.56898,86,0.719
71.3,2012,Developing,178,5.73,56.3,12.7,9272.413453,84,0.708
76,2011,Developing,187,5.64,55.5,12.5,8318.97692,86,0.704
73,2010,Developing,19,5.26,54.8,12.3,833.31332,96,0.7
70,2009,Developing,196,5.13,54.1,12.1,7443.85178,85,0.696
69.8,2008,Developing,196,4.94,53.3,11.9,6858.163158,85,0.691
69.5,2007,Developing,22,4.72,52.6,11.7,5761.39536,84,0.684
69.3,2006,Developing,199,4.52,51.8,11.5,527.92,84,0.678
68.9,2005,Developing,25,4.47,51.1,11.3,3595.8855,84,0.672
68.3,2004,Developing,214,4.55,5.4,11.1,36.48773,84,0
68,2003,Developing,223,4.53,49.7,10.9,263.1399,74,0
67.9,2002,Developing,221,4.41,49,11,2232.513244,74,0
67.7,2001,Developing,219,4.23,48.3,11,1598.77512,65,0
67.4,2000,Developing,224,4.29,47.6,11.1,1888.61829,7,0
58.4,2014,Developing,382,0.01,31.8,11.4,3464.35169,98,0.541
57.6,2013,Developing,393,0.01,31.2,11.4,3598.75972,98,0.539
56.5,2012,Developing,412,0.01,3.7,11.3,3851.51547,92,0.534
55,2011,Developing,438,5.2,3.2,11.2,3934.27325,85,0.526
53.6,2010,Developing,459,4.93,29.7,11,369.239336,89,0.523
52.6,2009,Developing,46,4.9,29.3,10.8,332.517125,89,0.519
51.4,2008,Developing,477,4.87,28.9,10.6,2842.438422,89,0.514
50,2007,Developing,51,5.55,28.5,10.5,347.48798,88,0.508
47.8,2006,Developing,564,5.53,28.2,9.9,2937.36723,88,0.502
46,2005,Developing,63,5.08,27.8,9.7,2873.862141,88,0.495
45.6,2004,Developing,69,5.78,27.4,9.4,2529.633557,88,0.492
45.9,2003,Developing,6,5.65,27.1,9.1,22.99449,87,0.493
46.4,2002,Developing,587,5.52,26.7,9.2,1324.996228,87,0.502
47.1,2001,Developing,568,6.72,26.3,9.3,1437.634951,87,0.506
48.4,2000,Developing,536,7.19,25.9,9.4,1637.4567,87,0.516
82.3,2014,Developed,54,7.3,59,15.8,5918.19898,98,0.906
81.9,2013,Developed,57,7.3,58.5,15.8,6283.24522,98,0.904
81.7,2012,Developed,57,7.4,58.1,15.8,57134.777,98,0.903
81.7,2011,Developed,58,7.4,57.7,16,59593.28711,98,0.901
81.5,2010,Developed,58,7.2,57.3,15.8,5276.25591,98,0.895
81.4,2009,Developed,62,7.3,56.9,15.8,4627.592,98,0.898
81.1,2008,Developed,62,6.9,56.5,15.7,55746.84238,98,0.897
89,2007,Developed,63,6.9,56.1,15.8,53324.37937,98,0.895
88,2006,Developed,64,6.5,55.7,15.9,46256.4716,98,0.892
85,2005,Developed,66,6.5,55.3,16,4385.35315,98,0.89
83,2004,Developed,7,6.6,54.9,16,42442.2245,99,0.888
82,2003,Developed,69,6.9,54.4,15.9,36961.42537,99,0.882
79.9,2002,Developed,71,6.9,53.9,15.9,29571.7446,99,0.88
79.8,2001,Developed,73,6.6,53.4,15.9,26969.24457,99,0.877
79.6,2000,Developed,73,6.2,52.8,15.9,29283.55,99,0.873
83.2,2014,Developed,51,9.61,57,15.9,85814.58857,96,0.936
83,2013,Developed,52,9.73,56.6,15.8,84658.88768,96,0.934
82.7,2012,Developed,54,9.86,56.2,15.7,83164.38795,96,0.932
82.6,2011,Developed,55,9.99,55.8,15.6,87998.44468,96,0.932
82.3,2010,Developed,57,10.01,55.4,15.4,74276.71842,96,0.92
82.1,2009,Developed,6,10.15,55,15.3,69672.471,96,0.916
82,2008,Developed,6,10.29,54.6,15.3,72119.5687,96,0.914
81.7,2007,Developed,63,10.44,54.1,15.3,63223.46778,94,0.911
81.5,2006,Developed,65,10.24,53.7,15.2,57348.92788,94,0.904
81.1,2005,Developed,66,10.15,53.2,15.2,54797.54663,94,0.899
81,2004,Developed,69,10.55,52.8,15.1,53255.97631,95,0.895
85,2003,Developed,72,10.82,52.3,15,4796.56497,95,0.889
84,2002,Developed,74,10.85,51.8,15.2,41336.72192,95,0.89
82,2001,Developed,75,11.12,51.3,15.2,38538.64447,95,0.888
79.7,2000,Developed,78,11.26,5.8,15.1,37813.23426,95,0.879
73.8,2007,Developing,121,0.83,49.4,11.5,258.3529,83,0.644
73.7,2006,Developing,123,0.97,48.5,11.4,1762.24617,83,0.636
73.5,2005,Developing,127,0.92,47.6,11,1577.457182,83,0.624
73.2,2004,Developing,131,0.93,46.8,10.6,148.852738,84,0.61
73,2003,Developing,134,1.29,46,10.3,1253.39143,85,0.599
72.8,2002,Developing,135,1.25,45.3,10.2,1263.13455,86,0.596
72.7,2001,Developing,135,1.29,44.6,10.1,1258.421953,83,0.589
72.6,2000,Developing,136,1.41,43.9,10,1177.629268,86,0.588
69.6,2014,Developing,162,0.01,39.9,11.3,114.45919,94,0.622
69.3,2013,Developing,163,0.01,39,11.2,14.214412,97,0.617
68.8,2012,Developing,164,0.01,38.2,11.1,954.725253,96,0.613
68.1,2011,Developing,166,0.32,37.4,11.1,834.5412953,97,0.608
67.3,2010,Developing,171,0.32,36.6,11.1,738.3475227,95,0.603
66.7,2009,Developing,174,0.3,35.9,11.1,666.3458569,93,0.601
66.4,2008,Developing,178,0.32,35.3,10.8,76.914128,87,0.592
66.1,2007,Developing,181,0.35,34.7,10.9,52.35956,85,0.586
65.9,2006,Developing,183,0.38,34.1,10.7,44.2872665,76,0.579
65.5,2005,Developing,194,0.37,33.5,10.6,337.359236,79,0.572
65.9,2004,Developing,177,0.38,33,10.5,39.281834,82,0.563
65.2,2003,Developing,182,0.36,32.5,10.1,236.314438,82,0.553
64.3,2002,Developing,193,0.6,32.1,9.8,189.3878519,84,0.543
64,2001,Developing,194,0.86,31.6,9.7,17.8159721,84,0.535
63.7,2000,Developing,198,0.37,31.3,9.6,138.436633,86,0.529
74.6,2014,Developing,152,6.41,32.4,13.6,5941.8471,99,0.737
74.5,2013,Developing,153,6.5,31.3,13.6,6171.262444,99,0.733
74.3,2012,Developing,154,6.56,3.1,13.7,5859.915622,99,0.729
74.1,2011,Developing,155,6.07,29,13.3,5491.159981,99,0.72
73.9,2010,Developing,158,5.95,27.9,13.1,575.32176,99,0.711
73.7,2009,Developing,16,5.88,26.8,13,4212.5492,99,0.706
73.5,2008,Developing,162,5.92,25.7,12.9,4378.68746,99,0.7
73.3,2007,Developing,165,6.2,24.6,12.3,3972.26475,98,0.687
73,2006,Developing,168,6.18,23.6,12.4,3368.952576,98,0.686
72.5,2005,Developing,177,6.26,22.6,12,2893.651356,98,0.682
71.6,2004,Developing,189,6.17,21.7,11.9,2659.83918,98,0.674
71.7,2003,Developing,189,6.14,2.9,11.8,2358.93629,98,0.666
71.4,2002,Developing,192,5.93,2.2,11.5,296.54617,97,0.657
71.2,2001,Developing,194,5.92,19.4,11.2,1893.145377,97,0.649
71.1,2000,Developing,194,5.88,18.7,10.9,27.564826,97,0.64
68,2014,Developing,155,0.01,17,12.5,1153.51578,76,0.612
67.7,2013,Developing,158,0.01,16.6,12.5,117.765674,82,0.62
67.4,2012,Developing,159,0.01,16.2,12.5,1117.77724,83,0.618
67.2,2011,Developing,161,0.5,15.8,12.5,114.56179,66,0.607
66.9,2010,Developing,163,0.1,15.5,12.4,849.8626972,72,0.599
66.6,2009,Developing,165,0.09,15.1,12.1,757.3114436,78,0.599
66.2,2008,Developing,168,0.06,14.7,11.7,643.71911,79,0.566
65.8,2007,Developing,173,0.05,14.2,11.3,524.8959363,7,0.541
64.9,2006,Developing,186,0.04,13.9,11,441.53226,62,0.511
63.7,2005,Developing,26,0.36,13.5,10.6,478.331859,55,0.492
62.3,2004,Developing,229,0.38,13.2,10.2,467.5438297,57,0.484
61,2003,Developing,25,0.44,12.9,9.8,471.4565823,55,0.485
62,2002,Developing,261,0.48,12.6,9.8,48.61552,38,0.475
59.7,2014,Developing,285,0.01,23.7,12,62.1318489,85,0.475
59.4,2013,Developing,287,0.01,23.1,12,579.43485,84,0.47
58.9,2012,Developing,294,0.01,22.6,12,563.6894247,84,0.464
58.3,2011,Developing,34,1.44,22,11.5,562.3393592,85,0.457
57.4,2010,Developing,323,1.21,21.4,11,487.9238913,83,0.449
56.7,2009,Developing,336,1.24,2.9,10.6,499.6468713,78,0.442
56.2,2008,Developing,344,1.33,2.4,10.1,513.391914,8,0.441
55.9,2007,Developing,344,1.37,19.8,10.6,42.764743,72,0.443
55.7,2006,Developing,345,1.37,19.3,10.2,377.33629,85,0.436
55,2005,Developing,357,1.14,18.9,10.1,372.1721837,8,0.435
54.9,2004,Developing,355,1.01,18.4,10,349.9937253,71,0.432
54.7,2003,Developing,355,1.02,17.9,9.9,31.437144,72,0.428
54.7,2002,Developing,351,1,17.5,9.7,28.832123,58,0.428
54.6,2001,Developing,345,0.95,17.1,9.4,26.6394652,51,0.426
54.6,2000,Developing,339,1.1,16.6,9.3,26.3932935,63,0.425
73.3,2014,Developing,135,0.01,74.8,14.3,4192.349758,82,0.716
73.2,2013,Developing,137,0.01,74.3,14.3,4266.557174,84,0.718
73,2012,Developing,138,0.01,73.8,14.4,451.542462,79,0.717
72.9,2011,Developing,14,0.96,73.3,14.4,445.18866,84,0.712
72.8,2010,Developing,142,1.24,72.7,14.4,3547.59975,84,0.707
72.5,2009,Developing,147,1.08,72.1,14.5,37.846563,86,0.703
72.6,2008,Developing,145,1.1,71.5,14.5,3392.64743,88,0.698
72.5,2007,Developing,146,2.05,7.8,14.5,2932.315883,88,0.698
72.4,2006,Developing,148,1.79,7.1,14.6,2892.522663,89,0.695
72.3,2005,Developing,15,1.57,69.4,14.6,2594.74999,9,0.694
72.2,2004,Developing,151,1.8,68.6,14.6,2284.37858,91,0.693
72,2003,Developing,153,1.79,67.8,13.7,229.714718,91,0.683
71.9,2002,Developing,155,1.51,67,13.5,1842.44421,85,0.679
71.8,2001,Developing,157,1.35,66.2,13.2,1837.977391,91,0.674
71.6,2000,Developing,158,1.24,65.5,13.7,263.27236,91,0.676
71.1,2014,Developing,171,6.94,46,12.7,19325.24283,94,0.778
71,2013,Developing,172,6.71,45,12.7,1967.83283,94,0.773
78,2012,Developing,174,6.7,44,12.6,19152.531,91,0.772
76,2011,Developing,176,6.5,43,12.6,1953.9767,91,0.774
74,2010,Developing,179,6.5,42,12.5,16683.94578,91,0.772
71,2009,Developing,183,6.37,41.1,12.5,1458.8796,9,0.773
69.9,2008,Developing,185,6.41,4.2,12.4,21188.11857,91,0.767
69.7,2007,Developing,187,6.37,39.3,12.4,1653.1844,9,0.76
69.6,2006,Developing,188,6.35,38.4,12.3,1495.96337,89,0.751
69.5,2005,Developing,189,6.12,37.6,12.3,12323.1275,95,0.745
69.4,2004,Developing,19,5.82,36.8,12.2,129.51914,94,0.736
69.3,2003,Developing,191,5.53,36,12,884.518666,91,0.729
69.2,2002,Developing,192,5.12,35.2,11.9,749.626612,96,0.721
69.1,2001,Developing,194,4.55,34.4,11.8,6935.721451,91,0.715
69.1,2000,Developing,197,4.68,33.6,11.7,643.947262,9,0.709
75.1,2014,Developing,12,1.39,6.2,14.7,4271.68172,98,0.722
74.9,2013,Developing,13,1.29,59.3,14.7,4199.47253,98,0.72
74.9,2012,Developing,13,1.3,58.3,14.6,4137.55421,97,0.717
74.8,2011,Developing,13,1.29,57.4,14.5,4256.91279,98,0.714
74.8,2010,Developing,12,1.28,56.5,14.4,414.15177,98,0.71
74.7,2009,Developing,12,1.4,55.6,14.4,4129.977335,99,0.706
74.7,2008,Developing,12,1.37,54.7,14.3,431.9326,99,0.701
74.6,2007,Developing,12,1.24,53.9,14.3,3778.184171,98,0.695
74.4,2006,Developing,12,1.46,53.1,14.2,3371.71231,99,0.689
74.2,2005,Developing,14,1.37,52.2,13.9,3194.562243,98,0.683
74,2004,Developing,15,1.36,51.4,13.6,3112.83529,97,0.673
73.7,2003,Developing,17,1.34,5.6,13.5,2761.969249,95,0.667
73.5,2002,Developing,19,1.17,49.7,13.3,2346.5937,96,0.662
73.2,2001,Developing,11,1.19,48.9,13.1,2254.933126,98,0.654
72.9,2000,Developing,112,1.21,48.1,12.8,2213.91488,97,0.646
75.5,2014,Developing,17,1.45,65.3,14.5,12127.22522,96,0.759
75.2,2013,Developing,19,1.41,64.5,14.4,12542.93565,98,0.754
74.8,2012,Developing,112,1.54,63.7,14.3,1172.3843,97,0.75
74.5,2011,Developing,114,1.53,62.8,13.8,11341.13395,97,0.737
74.2,2010,Developing,116,1.49,61.9,13,1672.5693,97,0.715
73.9,2009,Developing,118,1.4,61.1,12.5,936.499911,96,0.709
73.5,2008,Developing,121,1.39,6.2,12.5,185.68975,96,0.705
73.2,2007,Developing,124,1.26,59.3,12.3,979.49246,96,0.697
72.8,2006,Developing,126,1.29,58.5,11.9,834.869161,9,0.687
72.4,2005,Developing,129,1.29,57.6,11.9,7384.354661,9,0.681
72,2004,Developing,132,1.35,56.8,12,64.72953,85,0.675
71.6,2003,Developing,135,1.42,55.9,11.9,4718.51291,69,0.668
71.2,2002,Developing,138,1.47,55.1,11.5,366.57,78,0.658
78,2001,Developing,14,1.49,54.3,11.1,3119.63716,88,0.653
74,2000,Developing,143,1.54,53.5,10.7,4316.553895,85,0.641
66,2014,Developing,217,2.9,47.7,10.8,7962.365824,98,0.683
65.4,2013,Developing,228,2.93,46.7,10.7,734.42525,98,0.678
65.6,2012,Developing,22,2.75,45.9,10.7,6675.262954,98,0.672
65.6,2011,Developing,217,2.55,45,10.6,5649.978486,97,0.665
65.8,2010,Developing,211,2.48,44.2,10.6,4439.23,96,0
65.6,2009,Developing,215,2.35,43.4,10.5,436.459223,97,0
64.5,2008,Developing,235,2.4,42.7,10.5,394.467675,96,0
64.1,2007,Developing,241,2.58,42,10.4,26.371428,98,0
63.7,2006,Developing,245,2.71,41.3,10.4,2136.66815,98,0
63.3,2005,Developing,248,2.85,4.7,10.3,174.51475,99,0
63.5,2004,Developing,238,2.86,4,10.3,1453.917166,98,0
63.4,2003,Developing,231,2.88,39.4,10.3,1283.885977,66,0
63.3,2002,Developing,229,2.33,38.7,10.2,967.917468,99,0
64,2001,Developing,221,2.35,38.1,10.2,774.4763388,94,0
63.8,2000,Developing,224,2.9,37.5,0,643.17518,98,0
61.5,2014,Developing,38,0.01,18.1,10,719.172669,82,0.483
67,2013,Developing,325,0.01,17.6,10,662.492293,82,0.478
60,2012,Developing,339,0.01,17.2,10,647.74741,82,0.477
59.3,2011,Developing,347,10.22,16.7,10.7,584.3962137,82,0.477
58.4,2010,Developing,362,10.03,16.3,10.9,594.9972557,79,0.473
57.5,2009,Developing,378,9.63,15.9,10.8,647.17732,78,0.464
56.3,2008,Developing,41,9.79,15.6,10.6,449.6928183,69,0.453
55.5,2007,Developing,41,9.65,15.2,10.3,41.858631,7,0.442
54.9,2006,Developing,41,9.81,14.8,10.6,336.4593923,62,0.434
53.2,2005,Developing,446,10.09,14.5,10.9,315.788227,59,0.429
51.3,2004,Developing,485,9.89,14.2,11.6,288.236949,58,0.427
51,2003,Developing,53,10.16,13.9,11.5,237.9995917,57,0.418
48.8,2002,Developing,523,10.42,13.6,11,24.2423229,57,0.404
47.7,2001,Developing,539,10.57,13.3,10.8,234.984775,56,0.396
46.6,2000,Developing,554,10.47,13,9.8,257.63369,55,0.382
78,2014,Developing,23,8.06,6.7,15.2,314.658296,45,0.746
71,2013,Developing,198,8.44,6.1,15.2,429.71554,72,0.744
77,2012,Developing,25,8.44,59.6,15.1,3855.42128,72,0.739
75,2011,Developing,24,8.48,59,14.9,3569.75727,54,0.734
69.8,2010,Developing,212,8.39,58.5,14.9,2965.142365,57,0.728
69.2,2009,Developing,231,8.71,58,14.9,2545.48341,74,0.734
67.7,2008,Developing,273,9.46,57.6,14.9,3891.37823,91,0.73
67.5,2007,Developing,277,8.86,57.2,14.8,368.68998,98,0.723
67.7,2006,Developing,267,7.99,56.8,14.7,233.18831,99,0.716
67,2005,Developing,278,7.31,56.4,14.5,1828.717626,95,0.707
67.4,2004,Developing,267,6.79,56.1,14.6,1367.352433,99,0.7
67.6,2003,Developing,256,5.92,55.7,14.3,148.522488,99,0.691
67.6,2002,Developing,256,4.89,55.4,13.9,879.475486,99,0.683
67.7,2001,Developing,253,4.31,55.1,13.2,78.738243,99,0.673
67.5,2000,Developing,257,4.49,54.8,13.3,635.789635,99,0.669
76.9,2014,Developing,77,1.91,62.4,13.3,44449.7435,99,0.832
76.7,2013,Developing,78,1.82,6.5,13.3,4335.64268,98,0.829
76.5,2012,Developing,8,1.75,58.6,13.3,42112.23565,96,0.826
76.3,2011,Developing,81,1.73,57.1,13.3,4462.3129,95,0.824
76.2,2010,Developing,82,1.69,55.8,13.3,3549.14832,94,0.826
76,2009,Developing,84,1.73,55.1,13.2,3372.57517,94,0.831
75.8,2008,Developing,85,1.86,54.8,13.1,45758.9554,94,0.829
75.6,2007,Developing,87,1.69,55.1,12.9,42672.61323,94,0.826
75.4,2006,Developing,89,1.74,55.8,12.8,42372.22166,94,0.823
75.3,2005,Developing,92,1.79,56.6,12.6,39439.8197,94,0.818
75.1,2004,Developing,95,1.77,57,12.4,36161.1761,94,0.813
74.9,2003,Developing,98,1.74,56.8,12.3,3323.52318,94,0.808
74.7,2002,Developing,11,1.72,56,12.1,31311.35936,94,0.803
74.5,2001,Developing,14,1.67,55,12,3161.52935,94,0.798
74.2,2000,Developing,17,1.64,54.1,11.8,3371.26869,94,0.791
76.8,2014,Developing,117,6.03,63.4,15.5,16737.89827,95,0.791
76.8,2013,Developing,117,5.82,62.9,15.5,16881.2568,94,0.788
76.5,2012,Developing,118,5.77,62.3,15.5,1592.6819,95,0.784
77,2011,Developing,111,5.97,61.8,15.5,14166.4998,95,0.78
76.3,2010,Developing,118,6.21,61.2,15.6,11938.212,95,0.777
76.6,2009,Developing,118,6.67,6.7,15.5,9415.17386,95,0.774
76.4,2008,Developing,119,6.76,6.1,15.7,962.312164,94,0.77
75.4,2007,Developing,124,6.67,59.5,15.3,79.69746,94,0.76
76.2,2006,Developing,117,6.58,58.9,15.2,5877.87678,95,0.756
75.7,2005,Developing,123,6.35,58.3,15.5,522.951116,96,0.753
75.4,2004,Developing,122,5.66,57.7,15.5,4117.38853,95,0.75
75.4,2003,Developing,121,5.11,57,15,3622.52284,91,0.747
75.4,2002,Developing,124,5.86,56.3,14.7,488.768855,93,0.746
75.2,2001,Developing,123,6.48,55.7,14.2,6281.37747,94,0.742
75.1,2000,Developing,131,6.65,55,14,6871.897677,92,0.738
69.2,2014,Developing,184,0.01,43.9,12.1,25.448414,99,0.69
69.1,2013,Developing,185,0.01,43,12,197.551233,99,0.681
68.8,2012,Developing,184,0.01,42.2,12,174.468298,99,0.673
68.5,2011,Developing,183,2.83,41.4,12,1564.966945,99,0.664
68.3,2010,Developing,183,2.73,4.7,11.9,1377.8214,99,0.657
68,2009,Developing,183,2.56,4,11.8,1213.265328,99,0.651
67.9,2008,Developing,184,2.36,39.3,11.9,182.28625,98,0.644
67.8,2007,Developing,184,2.15,38.7,11.8,83.476942,98,0.631
67.6,2006,Developing,185,1.96,38.1,11.8,654.2838373,94,0.626
67.3,2005,Developing,192,1.78,37.5,11.7,546.776852,99,0.62
67.8,2004,Developing,183,1.59,37,11.6,465.1198869,99,0.613
67.2,2003,Developing,183,1.54,36.4,11.3,396.129969,99,0.607
67.1,2002,Developing,186,1.47,35.9,11,383.3494997,99,0.6
67.4,2001,Developing,185,1.53,35.3,10.7,456.734892,99,0.594
67.1,2000,Developing,189,1.6,34.8,10.6,558.221144,99,0
71.7,2014,Developing,134,0.01,52.5,10.8,3148.36513,65,0.596
71.6,2013,Developing,135,0.01,51.7,10.8,3167.34356,65,0.591
71.4,2012,Developing,138,0.01,5.8,10.8,3158.58688,65,0.592
71.2,2011,Developing,141,0.85,49.9,10.8,3275.91684,65,0.591
71,2010,Developing,145,0.91,49.1,10.8,2965.82434,66,0.59
78,2009,Developing,149,0.83,48.2,10.7,2643.441423,66,0.589
75,2008,Developing,153,1.18,47.4,10.7,2697.961375,66,0.582
73,2007,Developing,157,1.01,46.6,10.7,2393.367265,67,0.579
71,2006,Developing,161,1,45.7,10.6,247.97823,67,0.572
69.9,2005,Developing,165,0.88,44.9,10.6,1886.433359,67,0
69.6,2004,Developing,169,0.85,44.1,10.7,1787.94723,67,0
69.4,2003,Developing,173,1.2,43.3,10.4,158.52724,67,0
69.3,2002,Developing,176,1.24,42.6,10.2,1353.934819,67,0
69.1,2001,Developing,179,0.91,41.9,10.1,1362.61731,67,0
69,2000,Developing,18,1.21,41.1,9.6,1469.849149,67,0
61.1,2014,Developing,314,0.01,22.8,12.5,1738.8822,78,0.57
63,2013,Developing,328,2.41,22.3,12.5,185.793359,74,0.565
59.2,2012,Developing,349,2.59,21.7,12.3,1734.93612,7,0.554
58.2,2011,Developing,366,2.57,21.2,12,1644.619672,83,0.543
58,2010,Developing,363,2.47,2.7,11.8,1463.213573,8,0.533
57.4,2009,Developing,368,2.3,2.2,11.6,1139.11233,93,0.518
55.7,2008,Developing,45,2.12,19.7,11.4,1369.68249,9,0.504
52.6,2007,Developing,487,2.08,19.2,11.1,114.587985,77,0.492
58,2006,Developing,526,2.25,18.8,10.9,13.154199,83,0.479
49.3,2005,Developing,554,2.33,18.4,10.7,691.3178164,84,0.467
47.9,2004,Developing,578,2.46,18,10.5,53.2772217,84,0.456
46.4,2003,Developing,64,2.33,17.6,10.2,429.1583434,85,0.443
45.5,2002,Developing,69,2.44,17.3,10,377.135244,85,0.433
44.6,2001,Developing,611,2.61,17.1,9.8,378.2736238,86,0.424
43.8,2000,Developing,614,2.62,16.8,9.6,341.955625,85,0.418
59.2,2014,Developing,371,6.5,31.3,10.3,127.47462,92,0.498
58,2013,Developing,399,6.39,3.8,10.4,111.227396,95,0.488
56.6,2012,Developing,429,6.09,3.3,9.8,955.648466,95,0.464
54.9,2011,Developing,464,6,29.9,10.1,839.927936,93,0.452
52.4,2010,Developing,527,5.21,29.4,10,713.63562,89,0.436
50,2009,Developing,587,4.64,29,9.9,65.824121,69,0.419
48.2,2008,Developing,632,3.56,28.6,9.7,325.678573,75,0.421
46.6,2007,Developing,67,3.88,28.2,9.6,396.9982166,73,0.414
45.4,2006,Developing,7,4.57,27.9,9.5,414.796232,71,0.408
44.6,2005,Developing,717,4.14,27.5,9.3,444.76575,69,0.406
44.3,2004,Developing,723,4.36,27.1,9.2,454.366654,67,0.407
44.5,2003,Developing,715,4.06,26.7,9.5,453.3511552,7,0.418
44.8,2002,Developing,73,4.43,26.3,10,57.34834,73,0.427
45.3,2001,Developing,686,1.72,25.9,9.8,548.587312,76,0.427
46,2000,Developing,665,1.68,25.5,9.8,547.3588785,78,0.434
